mage_id,peak_counts,N_5,B_5,unc_5,N_10,B_10,unc_10
1010104,"(3920.8785900088806, 7969.963323840407)",14418.708252018363,29308.88404414509,0.09315519250022551,28204.72115224228,57331.68930946355,0.06660538448173214
1011005,"(4626.601908328599, 8766.959656224444)",17013.947660713053,32239.772448559594,0.034036687332315844,33281.32042633449,63064.85824040991,0.024336020198207752
1011105,"(10994.215381016338, 20987.57008611307)",40430.32203105489,77180.06131624873,0.023542867571861338,79086.55470725926,150973.4485149207,0.01683300419804877
1010905,"(3866.756235641357, 7527.18758362705)",14219.677749128981,27680.612708359247,0.04822454832410644,27815.393638524136,54146.5954589378,0.0344802527521719
1011004,"(2865.0269870335487, 5136.198586474929)",10535.900898707087,18887.94749511572,0.029712277187205417,20609.48468765187,36947.08866609873,0.02124409378335878
1010803,"(7806.304781837689, 15408.595759424783)",28707.043228134888,56663.842485347166,0.0401386048298778,56154.41655403281,110841.26599829619,0.028698853338184623
1011104,"(8978.529279478325, 17091.143572235538)",33017.80232187944,62851.27356133336,0.02540498194003887,64586.777904886716,122944.62263029406,0.01816440441431818
1010201,"(452.5060828447344, 885.5514804267118)",1664.0538698208197,3256.5426715716762,0.1497769987588082,3255.0887749626213,6370.187701051506,0.10708962454053507
1010906,"(4056.3339130210443, 7881.4081757977365)",14916.834051851118,28983.229776987922,0.04612603322788178,29179.11490773378,56694.670539358405,0.03297982748253995
1010804,"(11539.590621648618, 22670.11789892382)",42435.89458374476,83367.49239223491,0.03107458611734812,83009.69495051165,163076.80514691854,0.022218136213412596
1011007,"(5135.20105754084, 9652.511136651161)",18884.279164576183,35496.31512013127,0.030265926532498433,36939.91297198289,69435.04594146142,0.02163994962908861
1011103,"(1654.063319147235, 2922.319885408149)",6082.681695353159,10746.590816186532,0.03619475377507495,11898.45429123436,21021.61941346997,0.025879024311013847
1010302,"(567.8154104366333, 1062.6617765120543)",2088.094429893412,3907.851205886012,0.08802373850623403,4084.5629237591284,7644.225241261808,0.06293642672374924
1010703,"(37458.955320884284, 75006.21039214249)",137752.2246094333,275829.164282121,0.022629770667126244,269459.8583521686,539554.8982790626,0.016180145578183716
1010202,"(1644.5958080232597, 3276.540477578833)",6047.865702550631,12049.207884815201,0.09974443965917605,11830.350037269976,23569.69449389057,0.07131665530505239
1010101,"(1398.4539620191758, 2833.7647373654777)",5142.69932601713,10420.936549029364,0.14588160337138856,10059.736137585922,20384.600643364818,0.10430444101480871
1011006,"(4775.659317804556, 8944.06995230979)",17562.094013806476,32891.08098287393,0.03051810696998502,34353.56037802742,64338.895780620216,0.021820257076765465
1011002,"(1403.0913240956993, 2745.209589322807)",5159.752843310613,10095.282281872198,0.08482779597620317,10093.094860955629,19747.58187325967,0.060651347649990466
1010502,"(11128.49882644817, 22315.897306753137)",40924.13834755376,82064.87532360625,0.04254599593786874,80052.51859693906,160528.73006649796,0.030420123039229658
1010702,"(15936.385612381833, 31879.853295361627)",58604.746222472604,117235.53617658035,0.034156862918509875,114637.90628896198,229326.7572378542,0.024421944996481718
1010904,"(2469.6093666856427, 4781.977994304243)",9081.78515025416,17585.33042648705,0.05699953644799162,17765.060035224513,34399.01358567813,0.04075431479989509
1011001,"(449.505375154495, 796.9963323840406)",1653.0190143051707,2930.8884044145084,0.07070934385044274,3233.5032752538946,5733.168930946355,0.05055674200446059
1010901,"(362.18727143436263, 619.8860362986982)",1331.9138758119084,2279.5798701001736,0.06671946457953457,2605.383145942947,4459.1313907360545,0.047704003088442616
1010503,"(57065.3959889048, 116361.46452806995)",209853.2961838162,427909.7070445183,0.02624755495156125,410498.1943105,837042.6639181679,0.018766838888233845
1011102,"(1107.4988590619187, 2125.3235530241086)",4072.735886020087,7815.702411772024,0.07786286268573563,7966.759433935224,15288.450482523616,0.05567146357428441
1010204,"(3209.162818982708, 6464.5258071149965)",11801.432091788303,23772.761502473233,0.08580946637717665,23085.015351456223,46502.37021767599,0.061353235894072974
1010801,"(457.9838024450594, 796.9963323840406)",1684.1977327307063,2930.8884044145084,0.06390845275559925,3294.492584677879,5733.168930946355,0.04569414708051859
1010102,"(1896.9394575410277, 3807.8713658348606)",6975.838700979542,14003.133487758209,0.10489277706060099,13645.576422326618,27391.807114521474,0.0749976845945655
1010701,"(2613.851530798671, 5313.308882560272)",9612.223834911516,19539.256029430057,0.11415822583689501,18802.66166552511,38221.12620630904,0.08162242296477917
1010504,"(35005.50181596349, 70224.23239783825)",128729.85131088525,258243.83385563397,0.024151407884246457,251811.01501827547,505155.88469338446,0.017268106744575556
1010105,"(2936.7648179173575, 5844.639770816298)",10799.710866396988,21493.181632373064,0.07344269285427278,21125.528597121654,42043.23882693994,0.05251106957801377
1010207,"(1397.0570580017209, 2833.7647373654777)",5137.562326484658,10420.936549029364,0.14903832509496365,10049.687550927523,20384.600643364818,0.10656147745537091
1010907,"(4406.789017875671, 8501.294212096434)",16205.603850846072,31262.809647088096,0.04107999633753027,31700.103069415723,61153.801930094465,0.02937194242352875
1011003,"(1977.5578551168157, 3719.31621779219)",7272.306221639978,13677.47922060104,0.048992922808885134,14225.502418800932,26754.788344416327,0.03502963573996957
1010903,"(1224.5311663756743, 2302.433849109451)",4503.112562185868,8467.010946086359,0.06212968444078553,8808.627785074483,16562.488022733913,0.04442233877512744
1010103,"(4236.695214156913, 8501.294212096434)",15580.097889619332,31262.809647088096,0.06971478075164574,30476.53845411838,61153.801930094465,0.04984563556145093
1010908,"(3153.9985301671422, 6021.750066901641)",11598.569960737232,22144.4901666874,0.04401290877624021,22688.192713905166,43317.27636715025,0.03146895661445605
1011106,"(13415.977921431151, 26300.87896867334)",49336.154416400175,96719.31734567879,0.028086367949851664,96507.43004968883,189194.57472122973,0.02008157876965104
1010808,"(2306.9635276764434, 4604.867698218902)",8483.668466137939,16934.021892172717,0.08670144324416462,16595.072128045635,33124.976045467825,0.061990993818027695
1010809,"(1058.2624715512125, 2125.3235530241086)",3891.673124038828,7815.702411772024,0.14157402309104256,7612.578974529551,15288.450482523616,0.10122454784881418
1010403,"(1763.0927511045227, 3276.540477578833)",6483.628456184093,12049.207884815201,0.047452693871064586,12682.754201356214,23569.69449389057,0.03392838160866404
1011112,"(269.5930104383329, 531.3308882560272)",991.4061032644366,1953.925602943006,0.21173219230219148,1939.3091393807986,3822.112620630904,0.15138720340697479
1010806,"(12613.681432252735, 25061.106896075944)",46385.77512167787,92160.15760547845,0.03457113299217517,90736.1346016834,180276.31193975764,0.024718145528037617
1011009,"(10496.734129918748, 21253.235530241087)",38600.87568229432,78157.02411772023,0.05238681206092172,75507.93842430916,152884.50482523616,0.03745624549143107
1010805,"(13293.859533822648, 26300.87896867334)",48887.07409863141,96719.31734567879,0.0317256134117729,95628.97513429409,189194.57472122973,0.02268361668840766
1010203,"(2679.790317282201, 5490.419178645614)",9854.708294190834,20190.564563744396,0.13670199999584334,19276.990325082254,39495.16374651934,0.09774108157334235
1010409,"(6460.60502705633, 12486.27587401664)",23758.343156562118,45917.25166916064,0.034562315872713884,46474.16620530597,89819.64658482625,0.024711841342345137
1010402,"(1224.6998588295132, 2390.9889971521216)",4503.73291479827,8792.665213243525,0.0885389071252556,8809.841269121946,17199.506792839064,0.0633047690890208
1011111,"(505.9241815163078, 974.1066284693832)",1860.4945303619568,3582.1969387288445,0.11893740624941664,3639.3502467036474,7007.206471156658,0.08503950729835308
1010404,"(2726.776512034483, 5047.643438432258)",10027.496157536569,18562.293227958555,0.03712345391593432,19614.984091165697,36310.06989599358,0.02654303914786825
1011110,"(962.9881147264955, 1771.1029608534236)",3541.3095197041225,6513.0853431433525,0.05979741946420673,6927.225779955299,12740.375402103013,0.04275478379178153
1011008,"(4007.7569006273425, 7704.2978797123915)",14738.196087583554,28331.921242673583,0.04161149086957884,28829.677643222545,55420.632999148096,0.029751957715289816
1011107,"(9593.391093703844, 19482.132569387657)",35278.90602889435,71643.93877457688,0.058337446856587316,69009.76770660696,140144.12942313313,0.04171091243846905
1010706,"(6454.1884152706425, 12840.496466187322)",23734.746594929213,47219.86873778931,0.0492895818744888,46428.008503147415,92367.72166524683,0.03524174513069917
1010705,"(29566.41104796186, 59509.05948467504)",108728.04275198151,218839.66752961665,0.027846030390123466,212685.08063608542,428076.61351066123,0.019909738906070097
1010401,"(559.9952950313206, 1062.6617765120543)",2059.336599234324,3907.851205886012,0.09902616093027657,4028.309160904232,7644.225241261808,0.07080309047179548
1010106,"(1860.6501190130452, 3719.31621779219)",6842.387645844341,13677.47922060104,0.09875394008617633,13384.530166880399,26754.788344416327,0.0706084542577683
1011108,"(6605.192755509145, 12574.831022059307)",24290.052625632543,46242.90593631781,0.029649863968741735,47514.253642198164,90456.66535493139,0.021199468719516973
1010205,"(3591.4078460639644, 7350.077287541709)",13207.106712857612,27029.304174044915,0.11467490647770787,25834.68335396219,52872.55791872751,0.08199184641624788
1010303,"(1260.952023832891, 2390.9889971521216)",4637.047267356825,8792.665213243525,0.0655670416311077,9070.620117947006,17199.506792839064,0.04688002783268497
1010802,"(749.0853163655951, 1328.327220640068)",2754.699586992804,4884.814007357514,0.054808742931542864,5388.522491149857,9555.28155157726,0.03918791103251722
1010505,"(26891.607767707465, 54018.64030602942)",98891.67387593263,198649.10296587227,0.028192182145212973,193443.9644105235,388581.4497641419,0.02015723526261184
1011010,"(7680.292369982459, 15320.040611382115)",28243.642956750904,56338.18821819,0.04701994467427761,55247.95009338929,110204.24722819106,0.03361896861876449
1011101,"(513.362364296463, 974.1066284693832)",1887.8478352323334,3582.1969387288445,0.10336906481479022,3692.856588809796,7007.206471156658,0.07390823979553873
1011109,"(4769.109489344643, 9032.625100352461)",17538.007558820365,33216.7352500311,0.033388860552993734,34306.44438576548,64975.91455072536,0.023872828071647364
1010410,"(3191.905551655842, 6287.415511029653)",11737.969911794456,23121.452968158905,0.0611076750331766,22960.875722638273,45228.332677465696,0.04369160839165944
1010704,"(44347.904478488505, 89794.92011526859)",163085.76804523193,330213.426897368,0.025495963603322423,319015.3050618208,645937.0328866227,0.018229455738899666
1010914,"(170.5906457828808, 354.2205921706847)",627.3330570180175,1302.6170686286705,0.8516549071043487,1227.138633608186,2548.0750804206023,0.6089279728910679
1010902,"(966.9309736449285, 1859.658108896095)",3555.809058804522,6838.73961030052,0.08510505891579535,6955.588615933034,13377.394172208164,0.060849588931001695
1010910,"(1704.4102597097144, 3276.540477578833)",6267.828424762716,12049.207884815201,0.06382199639897178,12260.623480316553,23569.69449389057,0.0456323313221103
1010305,"(2395.653631290071, 4604.867698218902)",8809.819021297893,16934.021892172717,0.05377501412366249,17233.061696955032,33124.976045467825,0.03844880135058984
1010807,"(6303.480503052603, 12574.831022059307)",23180.53065386949,46242.90593631781,0.05197485866726188,45343.895710066325,90456.66535493139,0.037161701371700884
1010306,"(2499.4744862117823, 4781.977994304243)",9191.61166884526,17585.33042648705,0.05037846936651743,17979.893866233608,34399.01358567813,0.0360202929294569
1010304,"(1291.0964692970438, 2302.433849109451)",4747.900984091142,8467.010946086359,0.04301044744730448,9287.463271614633,16562.488022733913,0.03075220298591647
1010407,"(4649.824187843521, 8501.294212096434)",17099.345681994735,31262.809647088096,0.02619347823413906,33448.36918930991,61153.801930094465,0.018728174370897282
1010109,"(435.5797169295796, 885.5514804267118)",1601.8085525290714,3256.5426715716762,0.2805383849788671,3133.3294754081107,6370.187701051506,0.20058320413385944
1010406,"(4958.215391757062, 9121.180248395132)",18233.42894793641,33542.38951718826,0.02639410439714441,35666.7719560648,65612.9333208305,0.01887162083228519
1010108,"(404.39092733858746, 796.9963323840406)",1487.1143462376483,2930.8884044145084,0.17287050141570068,2908.9738639562656,5733.168930946355,0.1236013356133075
1010408,"(8218.784672710524, 16028.481795723483)",30223.904071894478,58943.422355447336,0.03376554515925392,59121.578131700866,115300.39738903225,0.024142155227278018
1010206,"(2499.7543515163634, 5047.643438432258)",9192.640850464632,18562.293227958555,0.10173183258495766,17981.907068809174,36310.06989599358,0.07273762891248368
1010208,"(500.0761301233197, 1062.6617765120543)",1838.988802769888,3907.851205886012,,3597.282466476145,7644.225241261808,
1010107,"(1352.0621713919413, 2745.209589322807)",4972.097334910513,10095.282281872198,0.15473302728635108,9726.018199537908,19747.58187325967,0.11063315417876328
1010301,"(417.78004660278805, 796.9963323840406)",1536.3517301530605,2930.8884044145084,0.120054027723414,3005.288087070233,5733.168930946355,0.08583788472209118
1010309,"(1128.5700542160305, 2125.3235530241086)",4150.223471639971,7815.702411772024,0.0655199509022853,8118.334436839064,15288.450482523616,0.04684635825383948
1010405,"(3888.832007806531, 6995.856695371023)",14300.859584011288,25726.687105416244,0.0260037786993136,27974.195035671648,50324.482838306896,0.018592540380843226
1010308,"(1663.0083446616015, 3099.430181493491)",6115.576290336836,11397.899350500866,0.049880088068973844,11962.800060821637,22295.656953680267,0.03566395339485381
1011011,"(3093.4963534240765, 6287.415511029653)",11376.078186242288,23121.452968158905,0.10460639993335738,22252.97214153392,45228.332677465696,0.07479292672595023
1011012,"(872.1656613328097, 1771.1029608534236)",3207.31742376087,6513.0853431433525,0.19329047167449853,6273.8972176124325,12740.375402103013,0.13820148761438317
1010909,"(1795.9948354826329, 3365.0956256215054)",6604.623163018457,12374.862151972371,0.04993062539898116,12919.434346866674,24206.713263995727,0.03570008727215557
1010411,"(826.8121993073278, 1593.992664768081)",3040.533800613045,5861.776808829017,0.09422469819399092,5947.648464851478,11466.33786189271,0.06737007441502309
1010501,"(1268.9509741951645, 2479.5441451947927)",4666.462748848624,9118.319480400694,0.08786028492884866,9128.160324637785,17836.525562944218,0.06281955843037254
1010307,"(2391.4477336204513, 4604.867698218902)",8794.352178843086,16934.021892172717,0.05474894056049918,17202.806699702942,33124.976045467825,0.039145152708376686
1010911,"(955.8151450898055, 1859.658108896095)",3514.931514336763,6838.73961030052,0.09643915651666941,6875.627240548373,13377.394172208164,0.06895339837198261
1011013,"(208.36505421804983, 442.7757402133559)",766.2453344874532,1628.2713357858381,,1498.8676943650603,3185.093850525753,
1011113,"(166.69204337443986, 354.2205921706847)",612.9962675899626,1302.6170686286705,,1199.0941554920482,2548.0750804206023,
1010912,"(393.1242570150902, 708.4411843413694)",1445.6820935838339,2605.234137257341,0.08259666247430672,2827.927412888327,5096.1501608412045,0.0590561010433827
1010913,"(155.07777678259103, 265.6654441280136)",570.2857582730564,976.962801471503,0.10237367397499393,1115.5472812160565,1911.056310315452,0.07319654152285164
1010707,"(1016.7367981380887, 2036.7684049814375)",3738.9658784132826,7490.048144614855,0.1383637915755617,7313.865302991564,14651.431712418464,0.09892925223914134
1010810,"(175.25218252019414, 354.2205921706847)",644.4754746365223,1302.6170686286705,0.39148837229300854,1260.671256666672,2548.0750804206023,0.27991175646639777
1010209,"(500.0761301233197, 1062.6617765120543)",1838.988802769888,3907.851205886012,,3597.282466476145,7644.225241261808,
1010412,"(229.95347444694957, 442.7757402133559)",845.634972742427,1628.2713357858381,0.17650800812050252,1654.1633401484112,3185.093850525753,0.12620213033151512
